question,answer,morphology,syntax,semantics,pragmatics
adelante,por dónde debo ir,0.0,0.0,0.0,1.0
adelante,adelante de quien,0.0,0.0,1.0,0.0
adelante,atrás,0.0,0.0,0.0,1.0
adelante,llego tarde,0.0,0.0,0.0,1.0
adelante,hola,0.0,0.0,0.0,0.0
adelante,gracias por preguntar bien,0.0,0.0,0.0,1.0
adelante,pase por delante de otros,1.0,0.0,0.0,1.0
adelante,debo esperar mi turno,0.0,0.0,0.0,1.0
adelante,adelante de qué parte,0.0,0.0,1.0,0.0
adelante,de dónde ,0.0,0.0,1.0,0.0
adelante,adelante que,1.0,0.0,1.0,0.0
adelante,no gracias,0.0,0.0,0.0,1.0
adelante,hacia atras,1.0,0.0,0.0,1.0
adelante,dónde,0.0,0.0,0.0,1.0
adelante,adelante,0.0,0.0,0.0,1.0
adelante,que hora es,1.0,0.0,0.0,1.0
adelante,no tengo nada adelante,0.0,0.0,1.0,0.0
adelante,no,0.0,0.0,0.0,1.0
adelante,como,0.0,0.0,0.0,1.0
adelante,gracias que quiere,1.0,0.0,0.0,0.0
adelante,qué,0.0,0.0,0.0,1.0
adelante,adelante a donde,0.0,0.0,1.0,0.0
adelante,adelante por donde,1.0,0.0,0.0,1.0
adelante,darse prisa,0.0,0.0,0.0,1.0
adelante,no sé donde ir,0.0,0.0,0.0,1.0
adelante,que pasa,1.0,0.0,0.0,1.0
adelante,para donde,1.0,0.0,0.0,1.0
adelante,le sobró un plato de pasta el otro día,0.0,0.0,0.0,1.0
adelante,de dónde,0.0,0.0,0.0,1.0
adelante,de nada,0.0,0.0,0.0,1.0
adelante,que hago aquí,1.0,0.0,0.0,1.0
adelante,espalda,0.0,0.0,0.0,1.0
adelante,ya era hora,0.0,0.0,0.0,1.0
adelante,a donde,0.0,0.0,1.0,0.0
adelante,a donde,0.0,0.0,1.0,0.0
adelante,lo siento me equivoque de lugar,1.0,0.0,0.0,0.0
adelante,qué hay adelante,0.0,0.0,0.0,1.0
adelante,ya no era sin tiempo,0.0,0.0,0.0,1.0
adelante,no gracias,0.0,0.0,0.0,1.0
adelante,para onde,1.0,0.0,0.0,1.0
adelante,ok,0.0,0.0,0.0,0.0
adelante,a dónde ,0.0,0.0,0.0,1.0
adelante,cuantos pasos camino adelante,1.0,0.0,0.0,0.0
adelante,por qué,0.0,0.0,0.0,1.0
adelante,adelante de qué,0.0,0.0,1.0,0.0
adelante,okey,0.0,0.0,0.0,0.0
adelante,vale,0.0,0.0,0.0,0.0
adelante,no no me gusta,0.0,0.0,0.0,1.0
adelante,no quiero irme por ese camino,0.0,0.0,0.0,1.0
adelante,gracias,0.0,0.0,0.0,0.0
adelante,mi maleta no está delante de ti,0.0,0.0,0.0,1.0
adelante,disculpe hacia donde,1.0,0.0,0.0,0.0
adelante,no puedo avanzar adelante porque esta ocupado,1.0,0.0,0.0,1.0
adelante,hacia donde,1.0,0.0,0.0,1.0
adelante,atrás,0.0,0.0,0.0,1.0
adelante,no detrás,0.0,0.0,0.0,1.0
adelante,que cosa esta adelante,1.0,0.0,1.0,0.0
adelante,sin reacción,0.0,0.0,0.0,1.0
adelante,puedo ir,0.0,0.0,0.0,1.0
adelante,vengo de estados unidos,0.0,0.0,0.0,1.0
adelante,por qué debo parar,0.0,0.0,0.0,1.0
adelante,a dónde tengo que ir,0.0,0.0,0.0,1.0
adelante,puedo pasar,0.0,0.0,0.0,0.0
adelante,para donde,1.0,0.0,0.0,1.0
adelante,si,0.0,0.0,0.0,0.0
adelante,no voy a ir,0.0,0.0,0.0,1.0
adelante,lo veo,0.0,0.0,0.0,1.0
adelante,si yo quiero,0.0,0.0,0.0,1.0
adelante,ya terminamos,0.0,0.0,0.0,1.0
adelante,es verano,0.0,0.0,0.0,1.0
adelante,a dónde,0.0,0.0,1.0,0.0
adelante,que cosa,1.0,0.0,0.0,1.0
adelante,ya era hora,0.0,0.0,0.0,1.0
adelante,adelante dónde,0.0,0.0,1.0,0.0
adelante,es invierno,0.0,0.0,0.0,1.0
adelante,no atrás,0.0,0.0,0.0,1.0
adelante,para atrás,0.0,0.0,0.0,1.0
adelante,porqué es eso,0.0,0.0,0.0,1.0
adelante,en frente,0.0,0.0,0.0,1.0
adelante,me voy ahora,0.0,0.0,0.0,1.0
adelante,atrás,0.0,0.0,0.0,1.0
adelante,atrás,0.0,0.0,0.0,1.0
adelante,no trago armas ,0.0,0.0,0.0,1.0
adelante, qué es la prisa,0.0,1.0,0.0,1.0
adelante,cuando,1.0,0.0,0.0,1.0
adelante,ok,0.0,0.0,0.0,0.0
adelante,donde estan los banos,1.0,0.0,0.0,1.0
adelante,adelante de qué,0.0,0.0,1.0,0.0
adelante,ya era hora,0.0,0.0,0.0,1.0
adelante,ya era hora,0.0,0.0,0.0,1.0
adelante,no gracias,0.0,0.0,0.0,1.0
adelante,adónde,1.0,0.0,0.0,1.0
adelante,eso no es mi nomber,1.0,1.0,0.0,1.0
adelante,hoy,0.0,0.0,0.0,1.0
adelante,derecho,0.0,0.0,0.0,1.0
adelante,hola,0.0,0.0,0.0,0.0
adelante,estoy cansada,0.0,0.0,0.0,1.0
adelante,seguis en la fila,0.0,0.0,0.0,1.0
adelante,porque,1.0,0.0,0.0,1.0
adelante,no puedo adelantar a nadie porque soy el primero,0.0,0.0,1.0,0.0
adelante,gracias,0.0,0.0,0.0,0.0
adelante,yo no vivo aqui,1.0,0.0,0.0,1.0
adelante,atrás,0.0,0.0,0.0,1.0
adelante,asi que estoy caminando,1.0,0.0,0.0,1.0
adelante,adelante de qué,0.0,0.0,1.0,0.0
adelante,puedo ir en el medio,0.0,0.0,0.0,1.0
adelante,adelante de dónde,0.0,0.0,1.0,0.0
adelante,que me ponga delante,0.0,0.0,0.0,1.0
adelante,a dónde voy,0.0,0.0,0.0,1.0
adelante,a quién,0.0,0.0,1.0,0.0
adelante,adónde,1.0,0.0,0.0,1.0
adelante, para donde,1.0,0.0,0.0,1.0
adelante,hum,0.0,0.0,0.0,1.0
adelante,que paso,1.0,0.0,0.0,1.0
adelante,atrás,0.0,0.0,0.0,1.0
adelante,pero si no hay nadie en frente mio,1.0,0.0,1.0,0.0
adelante,ok,0.0,0.0,0.0,0.0
adelante,paso al frente,0.0,0.0,0.0,1.0
adelante,para donde,1.0,0.0,0.0,1.0
adelante,adiós,0.0,0.0,0.0,1.0
adelante,no quiero,0.0,0.0,0.0,1.0
adelante,adónde voy,1.0,0.0,0.0,1.0
adelante,sono un poco mas de las 11,1.0,0.0,0.0,1.0
adelante,vale gracias,0.0,0.0,0.0,0.0
adelante,no atrás,0.0,0.0,0.0,1.0
adelante,gracias hasta luego,0.0,0.0,0.0,1.0
adelante,si yo quiero,0.0,0.0,0.0,1.0
adelante,no,0.0,0.0,0.0,1.0
adelante,de hecho no puedo ir para atrás,0.0,0.0,0.0,1.0
adelante,a quién adelanto,0.0,0.0,1.0,0.0
adelante,tanto tiempo de espera,0.0,0.0,0.0,1.0
adelante,caminante,0.0,0.0,0.0,1.0
adelante,ayer,0.0,0.0,0.0,1.0
adelante,ya voy,0.0,0.0,0.0,1.0
adelante,no voy,0.0,0.0,0.0,1.0
adelante,dónde,0.0,0.0,0.0,1.0
adelante,a quién,0.0,0.0,1.0,0.0
adelante,como los de alicante,0.0,0.0,0.0,1.0
adelante,allá,0.0,0.0,0.0,1.0
adelante,apresúrese,0.0,0.0,0.0,1.0
adelante,caminar al frente,0.0,0.0,0.0,1.0
adelante,voy adelante,0.0,0.0,0.0,1.0
adelante,ya puedo pasar no necesita mi documentacion,0.0,0.0,0.0,0.0
adelante,gire a la derecha,0.0,0.0,0.0,1.0
adelante,si,0.0,0.0,0.0,0.0
adelante,luego voy,0.0,0.0,0.0,1.0
adelante,qué hay amigo,0.0,0.0,0.0,1.0
adelante,pero el camino termina aqui,1.0,0.0,0.0,1.0
adelante,muchas gracias,0.0,0.0,0.0,0.0
adelante,no gracias,0.0,0.0,0.0,1.0
adelante,no quiero presentarme,0.0,0.0,0.0,1.0
adelante,por la frente,0.0,0.0,0.0,1.0
adelante,delante de quién o qué,0.0,0.0,1.0,0.0
adelante,gracias,0.0,0.0,0.0,0.0
adelante,estoy bien aqui,0.0,0.0,0.0,1.0
adelante, donde,1.0,0.0,0.0,1.0
adelante,de que,0.0,0.0,1.0,0.0
adelante,es un hermoso día,0.0,0.0,0.0,1.0
adelante,hola,0.0,0.0,0.0,0.0
adelante,hasta mañana,0.0,0.0,0.0,1.0
adelante,porque estoy contento,1.0,0.0,0.0,1.0
adelante,tanto tiempo y yo que lo merezco,0.0,0.0,0.0,1.0
adelante,hasta donde,1.0,0.0,0.0,1.0
adelante,dónde,0.0,0.0,0.0,1.0
adelante, porqué ,0.0,0.0,0.0,1.0
adelante,bale,1.0,0.0,0.0,0.0
adelante,lo siento,0.0,0.0,0.0,1.0
adelante,dónde,0.0,0.0,0.0,1.0
adelante,qué hay adelante,0.0,0.0,1.0,0.0
adelante,no lo voy a pasar,0.0,0.0,0.0,1.0
adelante,está allí,0.0,0.0,0.0,1.0
adelante,hay que ver el futuro con optimismo,0.0,0.0,0.0,1.0
adelante,se supone que usted me indicaría hacia donde ir ,0.0,0.0,0.0,1.0
adelante,no,0.0,0.0,0.0,1.0
adelante,me quedo observando lo que hay delante mío,0.0,0.0,0.0,1.0
adelante,adios,1.0,0.0,0.0,1.0
adelante,qué dice,0.0,0.0,0.0,1.0
adelante,adelante de dónde,0.0,0.0,1.0,0.0
adelante,ya he comido,0.0,0.0,0.0,1.0
adelante,no gracias,0.0,0.0,0.0,1.0
adelante,son menos de un kilo,0.0,0.0,0.0,1.0
adelante,qué pasa,0.0,0.0,0.0,1.0
adelante,atrás,0.0,0.0,0.0,1.0
adelante,no,0.0,0.0,0.0,1.0
adelante,aquì estoy ,1.0,0.0,0.0,1.0
adelante,ahora no puedo,0.0,0.0,0.0,1.0
adelante,para donde,0.0,0.0,0.0,1.0
adelante,dónde,0.0,0.0,0.0,1.0
adelante,yo se como caminar,1.0,0.0,0.0,1.0
adelante,dónde,0.0,0.0,0.0,1.0
adelante,claro,0.0,0.0,0.0,0.0
adelante,atrás,0.0,0.0,0.0,1.0
adelante,buenas tardes,0.0,0.0,0.0,0.0
adelante,voy,0.0,0.0,0.0,0.0
adelante,doy un paso,0.0,0.0,0.0,1.0
adelante,espere,0.0,0.0,0.0,1.0
adelante,adelante de quién,0.0,0.0,1.0,0.0
adelante,diga,0.0,0.0,0.0,1.0
adelante,donde,1.0,0.0,0.0,1.0
adelante,pues vale,0.0,0.0,0.0,1.0
adelante,no gracias me quedo aquí mejor,0.0,0.0,0.0,1.0
adelante,no gracias,0.0,0.0,0.0,1.0
cuál es el propósito de su visita,visita,0.0,0.0,0.0,0.0
cuál es el propósito de su visita,puedo pasar,0.0,0.0,0.0,1.0
cuál es el propósito de su visita,fue ayer,0.0,0.0,0.0,1.0
cuál es el propósito de su visita,siii vengo de chile,1.0,0.0,0.0,1.0
cuál es el propósito de su visita,no se,1.0,0.0,0.0,1.0
cuál es el propósito de su visita,a ti que te importa,1.0,0.0,0.0,1.0
cuál es el propósito de su visita,comer,0.0,0.0,0.0,1.0
cuál es el propósito de su visita,para la visita medica,1.0,0.0,0.0,0.0
cuál es el propósito de su visita,las 11 de la noche,0.0,0.0,0.0,1.0
cuál es el propósito de su visita,a usted qué le importa,0.0,0.0,0.0,1.0
cuál es el propósito de su visita,no es de su incumbencia,0.0,0.0,0.0,1.0
cuál es el propósito de su visita,no lo se,1.0,0.0,0.0,1.0
cuál es el propósito de su visita,mi visita no es a propósito ,0.0,0.0,1.0,0.0
cuál es el propósito de su visita,porque sí,0.0,0.0,0.0,1.0
cuál es el propósito de su visita,emigracion,0.0,0.0,0.0,1.0
cuál es el propósito de su visita,hacer una visita,0.0,0.0,0.0,0.0
cuál es el propósito de su visita,vengoa visitar,1.0,0.0,0.0,0.0
cuál es el propósito de su visita,estamos de viaje,0.0,0.0,0.0,0.0
cuál es el propósito de su visita,cumplir con mi trabajo,0.0,0.0,0.0,0.0
cuál es el propósito de su visita,vengo a pasarlo bien,1.0,0.0,0.0,1.0
